,id,count
107,107.0,37181.95785
108,108.0,37185.38476
109,109.0,36551.4431
110,110.0,36343.0713
111,111.0,35313.19392
112,112.0,35496.35643
113,113.0,35477.28017
114,114.0,35580.49402
115,115.0,35978.58345
116,116.0,36041.16265
117,117.0,36461.03446
118,118.0,37186.51842
119,119.0,39948.62428
120,120.0,39990.45321
121,121.0,39863.56031
122,122.0,39725.22186
123,123.0,39734.10812
124,124.0,39828.23878
125,125.0,39701.03894
126,126.0,40055.73182
127,127.0,41119.10303
128,128.0,39632.19232
129,129.0,38866.5344
130,130.0,37918.8314
131,131.0,37565.86159
132,132.0,37146.89669
133,133.0,36468.62883
134,134.0,36540.00297
135,135.0,35532.51615
136,136.0,35352.37077
137,137.0,34985.30764
138,138.0,35401.80272
139,139.0,35680.89009
140,140.0,35872.73823
141,141.0,36031.84826
142,142.0,36426.94482
143,143.0,39606.00409
144,144.0,39694.88479
145,145.0,39620.57833
146,146.0,39667.1286
147,147.0,39674.16438
148,148.0,39713.97068
149,149.0,39658.17377
150,150.0,39896.41278
151,151.0,41107.43205
152,152.0,39527.36585
153,153.0,38550.8928
154,154.0,37995.84886
155,155.0,37995.11696
156,156.0,37500.33417
157,157.0,36843.65982
158,158.0,36538.12611
159,159.0,35489.93844
160,160.0,35391.82732
161,161.0,35274.41275
162,162.0,35380.98901
163,163.0,35694.7443
164,164.0,35550.52894
165,165.0,36079.61646
166,166.0,36442.708
167,167.0,39433.70118
168,168.0,39591.77553
169,169.0,39383.03261
170,170.0,39312.81474
171,171.0,39431.52732
172,172.0,39616.15204
173,173.0,39501.04364
174,174.0,39434.76747
175,175.0,39972.80516
176,176.0,39408.65123
177,177.0,38681.02173
178,178.0,37969.43157
179,179.0,37863.38259
180,180.0,37360.48486
181,181.0,36526.93073
182,182.0,36118.11519
183,183.0,35451.3899
184,184.0,35324.70181
185,185.0,35122.89253
186,186.0,35003.96519
187,187.0,35115.48282
188,188.0,34824.54192
189,189.0,35111.28426
190,190.0,35436.29712
191,191.0,38191.73317
192,192.0,38752.91378
193,193.0,38521.20181
194,194.0,38507.63068
195,195.0,38577.26988
196,196.0,38661.73376
197,197.0,38527.90376
198,198.0,38442.86461
199,199.0,38411.77206
200,200.0,38367.30044
201,201.0,38213.73874
202,202.0,37838.72501
203,203.0,37689.42022
204,204.0,37087.36334
205,205.0,36754.79856
206,206.0,36430.78086
207,207.0,36197.1668
208,208.0,35876.12784
209,209.0,35440.95458
210,210.0,35370.62778
211,211.0,35360.67706
212,212.0,35179.88336
213,213.0,35257.044
214,214.0,35861.99813
215,215.0,38539.07897
216,216.0,39276.89616
217,217.0,39108.72915
218,218.0,39092.59644
219,219.0,39134.18536
220,220.0,39089.53338
221,221.0,39112.91616
222,222.0,39157.65565
223,223.0,40011.55315
224,224.0,38636.68719
225,225.0,37908.68252
226,226.0,37691.37126
227,227.0,37743.01059
228,228.0,37672.22126
229,229.0,37048.19625
230,230.0,36604.54745
231,231.0,36167.99806
232,232.0,35829.19431
233,233.0,35697.9854
234,234.0,35843.72696
235,235.0,36187.97809
236,236.0,36144.90925
237,237.0,36416.59683
238,238.0,36791.12531
239,239.0,39784.31393
240,240.0,39534.18711
241,241.0,39473.97538
242,242.0,39516.39672
243,243.0,39308.19415
244,244.0,39491.73745
245,245.0,39366.91976
246,246.0,39784.32222
247,247.0,40783.77423
248,248.0,39112.84291
249,249.0,38073.27419
250,250.0,37235.43489
251,251.0,36798.30577
252,252.0,36950.43719
253,253.0,36158.97832
254,254.0,36078.05532
255,255.0,35105.35341
256,256.0,35313.02715
257,257.0,35237.11717
258,258.0,35317.86611
259,259.0,36036.17957
260,260.0,36053.31971
261,261.0,36610.5214
262,262.0,36906.52472
263,263.0,39731.77095
264,264.0,39707.36975
265,265.0,39198.8937
266,266.0,39508.03545
267,267.0,39416.95064
268,268.0,39621.21094
269,269.0,39632.40039
270,270.0,39862.3269
271,271.0,40966.52568
272,272.0,39373.30297
273,273.0,38528.25458
274,274.0,37774.75559
275,275.0,37352.16378
276,276.0,36949.92698
277,277.0,36362.61033
278,278.0,36210.85569
279,279.0,35325.5025
280,280.0,35249.47141
281,281.0,34984.65767
282,282.0,35216.06098
283,283.0,35501.55353
284,284.0,35790.06605
285,285.0,36046.38154
286,286.0,36243.54495
287,287.0,39539.44187
288,288.0,39556.91849
289,289.0,39445.71074
290,290.0,39476.97638
291,291.0,39521.3354
292,292.0,39579.79975
293,293.0,39445.98268
294,294.0,39506.1867
295,295.0,40830.5865
296,296.0,39047.85423
297,297.0,37852.98992
298,298.0,37453.94124
299,299.0,37177.72371
300,300.0,36610.30032
301,301.0,36058.84072
302,302.0,35820.1935
303,303.0,35021.61198
304,304.0,35027.16218
305,305.0,35073.43372
306,306.0,35214.32037
307,307.0,35729.26572
308,308.0,35745.39445
309,309.0,36357.81202
310,310.0,36586.6693
311,311.0,39323.7159
312,312.0,39585.08247
313,313.0,39364.50032
314,314.0,39306.16524
315,315.0,39456.83272
316,316.0,39550.02729
317,317.0,39496.22145
318,318.0,39741.15719
319,319.0,40700.05621
320,320.0,39555.4078
321,321.0,38600.8492
322,322.0,38004.43172
323,323.0,37642.44523
324,324.0,37457.77883
325,325.0,36627.9758
326,326.0,36704.21732
327,327.0,35486.63265
328,328.0,35083.86715
329,329.0,35026.93759
330,330.0,34948.0356
331,331.0,35356.36205
332,332.0,35312.76598
333,333.0,35491.3805
334,334.0,35695.13112
335,335.0,38701.93387
336,336.0,39118.5415
337,337.0,37642.41735
338,338.0,37845.94499
339,339.0,37867.68266
340,340.0,38066.53485
341,341.0,38026.10539
342,342.0,38198.60982
343,343.0,39032.38387
344,344.0,38266.79186
345,345.0,38253.17395
346,346.0,37837.98297
347,347.0,37648.13763
348,348.0,37053.63096
349,349.0,36855.80315
350,350.0,36201.04859
351,351.0,35519.36671
352,352.0,35311.8725
353,353.0,34772.76226
354,354.0,34603.22092
355,355.0,34888.47111
356,356.0,34619.58997
357,357.0,34724.70493
358,358.0,35170.2157
359,359.0,38085.62826
360,360.0,38447.2576
361,361.0,38397.14103
362,362.0,38375.53716
363,363.0,38407.92191
364,364.0,38534.30637
365,365.0,38516.47786
366,366.0,38467.04059
367,367.0,38390.26994
368,368.0,38128.66177
369,369.0,37788.04799
370,370.0,37494.75797
371,371.0,37567.64602
372,372.0,37516.78026
373,373.0,37078.67096
374,374.0,37014.37351
375,375.0,36935.33738
376,376.0,36522.75524
377,377.0,36154.64015
378,378.0,36022.23661
379,379.0,35746.13157
380,380.0,35568.26221
381,381.0,35790.06698
382,382.0,35972.52225
383,383.0,38574.50655
384,384.0,39027.33491
385,385.0,38893.14449
386,386.0,38862.75587
387,387.0,38796.80773
388,388.0,38961.18678
389,389.0,38873.85088
390,390.0,39036.02381
391,391.0,39511.98203
392,392.0,38508.6672
393,393.0,38213.38474
394,394.0,37640.49876
395,395.0,37386.85207
396,396.0,37416.11237
397,397.0,36864.98524
398,398.0,36739.50336
399,399.0,36271.40041
400,400.0,36323.52796
401,401.0,36116.61502
402,402.0,36190.45516
403,403.0,36385.34714
404,404.0,36171.67853
405,405.0,36531.58879
406,406.0,36863.22022
407,407.0,39656.37336
408,408.0,39711.66225
409,409.0,39275.04164
410,410.0,39548.68796
411,411.0,39453.86484
412,412.0,39601.11675
413,413.0,39622.76097
414,414.0,39740.35883
415,415.0,41001.50386
416,416.0,39450.03793
417,417.0,38296.05785
418,418.0,37881.00462
419,419.0,37336.8621
420,420.0,37081.63002
421,421.0,36731.81275
422,422.0,36537.70916
423,423.0,35399.81741
424,424.0,35525.28794
425,425.0,35340.27844
426,426.0,35606.88258
427,427.0,35741.37779
428,428.0,35832.50958
429,429.0,36382.12398
430,430.0,36746.32383
431,431.0,39674.83028
432,432.0,39791.3039
433,433.0,39621.73364
434,434.0,39585.081
435,435.0,39548.20252
436,436.0,39524.08026
437,437.0,39430.91636
438,438.0,39590.36935
439,439.0,40700.57152
440,440.0,39323.93477
441,441.0,38031.08646
442,442.0,37886.66669
443,443.0,37411.51521
444,444.0,36998.3735
445,445.0,36409.46055
446,446.0,36191.22012
447,447.0,35254.21694
448,448.0,35459.89623
449,449.0,35272.3039
450,450.0,35259.27472
451,451.0,35971.16682
452,452.0,35807.56699
453,453.0,36520.81592
454,454.0,36809.89577
455,455.0,39491.42144
456,456.0,39706.9154
457,457.0,39582.08115
458,458.0,39454.80309
459,459.0,39486.01679
460,460.0,39463.73217
461,461.0,39413.83726
462,462.0,39739.21853
463,463.0,40827.44722
464,464.0,39463.14486
465,465.0,38382.20719
466,466.0,37809.60524
467,467.0,37596.90002
468,468.0,37478.00054
469,469.0,36963.23004
470,470.0,36988.34056
471,471.0,35923.55075
472,472.0,35507.48278
473,473.0,35214.79622
474,474.0,35205.63842
475,475.0,35684.9157
476,476.0,35789.9239
477,477.0,36003.102
478,478.0,36436.85719
479,479.0,39300.74974
480,480.0,39634.88476
481,481.0,38369.92343
482,482.0,38400.2931
483,483.0,38420.17616
484,484.0,38523.07492
485,485.0,38442.93086
486,486.0,38756.30285
487,487.0,40472.0516
488,488.0,38989.25839
489,489.0,38462.05638
490,490.0,37922.89544
491,491.0,37427.18589
492,492.0,37208.1063
493,493.0,36956.60379
494,494.0,36638.0938
495,495.0,35444.68825
496,496.0,34912.16339
497,497.0,35024.44358
498,498.0,34792.59803
499,499.0,35101.91966
500,500.0,34822.75157
501,501.0,35199.79837
502,502.0,35744.33701
503,503.0,38898.46096
504,504.0,39007.88263
505,505.0,38949.00825
506,506.0,38897.88851
507,507.0,38884.16425
508,508.0,39012.15531
509,509.0,38994.8898
510,510.0,39131.44231
511,511.0,39649.70854
512,512.0,38920.50265
513,513.0,38532.66064
514,514.0,37831.03703
515,515.0,37710.42717
516,516.0,37311.95066
517,517.0,36620.79992
518,518.0,36701.20385
519,519.0,36210.02184
520,520.0,36095.79256
521,521.0,35540.58546
522,522.0,35249.33424
523,523.0,35252.54411
524,524.0,35093.36283
525,525.0,35179.26044
526,526.0,35271.74337
527,527.0,38339.4187
528,528.0,38810.74208
529,529.0,38654.91843
530,530.0,38644.87529
531,531.0,38669.46157
532,532.0,38821.92399
533,533.0,38699.77265
534,534.0,38570.32223
535,535.0,38646.00938
536,536.0,38330.11121
537,537.0,38243.89537
538,538.0,37601.25957
539,539.0,37382.94411
540,540.0,37705.47945
541,541.0,37255.28841
542,542.0,36831.37629
543,543.0,36770.04647
544,544.0,36643.99963
545,545.0,36408.68944
546,546.0,36603.06195
547,547.0,36266.53454
548,548.0,35733.34571
549,549.0,35953.64886
550,550.0,36245.39673
551,551.0,38716.73209
552,552.0,39056.54546
553,553.0,38997.72465
554,554.0,38873.10752
555,555.0,38893.76235
556,556.0,38858.60207
557,557.0,38863.07705
558,558.0,38950.97255
559,559.0,39700.78379
560,560.0,38913.47843
561,561.0,38230.70664
562,562.0,38082.99307
563,563.0,37860.11145
564,564.0,37588.60726
565,565.0,37234.38266
566,566.0,36678.4347
567,567.0,35996.64863
568,568.0,36351.10944
569,569.0,36023.40294
570,570.0,36117.89522
571,571.0,36151.79758
572,572.0,36188.47536
573,573.0,36587.22487
574,574.0,37014.02854
575,575.0,39804.02124
576,576.0,39892.87616
577,577.0,39779.90924
578,578.0,39720.7059
579,579.0,39694.70246
580,580.0,39737.5318
581,581.0,39603.5027
582,582.0,39837.30426
583,583.0,41051.83406
584,584.0,39639.54946
585,585.0,38603.7725
586,586.0,38176.30109
587,587.0,37652.28909
588,588.0,37390.90796
589,589.0,36641.84416
590,590.0,36326.98599
591,591.0,35109.96558
592,592.0,35442.25812
593,593.0,35165.45709
594,594.0,35477.21862
595,595.0,35838.40404
596,596.0,35806.4336
597,597.0,36412.88283
598,598.0,36826.1445
599,599.0,39698.49141
600,600.0,39804.06127
601,601.0,39687.87693
602,602.0,39581.52256
603,603.0,39637.16465
604,604.0,39689.76547
605,605.0,39582.6905
606,606.0,39870.32553
607,607.0,40941.0224
608,608.0,39513.62605
609,609.0,38426.33127
610,610.0,37840.21208
611,611.0,37676.68155
612,612.0,37521.23311
613,613.0,37145.03156
614,614.0,36794.91615
615,615.0,35621.46594
616,616.0,35766.85135
617,617.0,35625.88934
618,618.0,35753.56789
619,619.0,36360.07572
620,620.0,36208.5407
621,621.0,36479.55549
622,622.0,36791.36952
623,623.0,39643.32962
624,624.0,39891.67231
625,625.0,39753.14672
626,626.0,39696.28275
627,627.0,39720.15008
628,628.0,39778.78769
629,629.0,39600.24109
630,630.0,39826.74416
631,631.0,40439.24925
632,632.0,39325.46623
633,633.0,38346.7923
634,634.0,37873.24849
635,635.0,36957.18179
636,636.0,36670.81203
637,637.0,36196.46244
638,638.0,36153.46905
639,639.0,35244.87447
640,640.0,35117.8975
641,641.0,35416.42915
642,642.0,35231.64908
643,643.0,35614.82415
644,644.0,35581.1286
645,645.0,35907.40391
646,646.0,36333.65922
647,647.0,39442.29201
648,648.0,39449.06755
649,649.0,39436.14988
650,650.0,39333.96466
651,651.0,39389.69214
652,652.0,39461.83368
653,653.0,39355.95804
654,654.0,39705.65312
655,655.0,39901.53563
656,656.0,38436.35973
657,657.0,37679.42306
658,658.0,36940.83702
659,659.0,37002.5915
660,660.0,36613.59923
661,661.0,35721.76092
662,662.0,35631.79306
663,663.0,35351.98307
664,664.0,35204.38113
665,665.0,35067.4076
666,666.0,34920.50877
667,667.0,35701.43734
668,668.0,35462.16236
669,669.0,35760.21948
670,670.0,36011.03944
671,671.0,39146.24968
672,672.0,39343.16186
673,673.0,39153.49333
674,674.0,39177.70338
675,675.0,39291.38157
676,676.0,39375.12419
677,677.0,39278.14139
678,678.0,39350.55833
679,679.0,38860.48255
680,646.0,36229.384775
681,646.9499999999999,35575.133512
682,647.9,34888.944597999995
683,648.85,34815.577332999994
684,649.8,34937.5452015
685,650.75,34136.751441500004
686,651.6999999999999,33820.254039499996
687,652.65,33897.514774999996
688,653.6,34071.2192065
689,654.55,33826.958294000004
690,655.5,30429.967858508997
691,656.4499999999999,30444.6326965005
692,657.4,30094.364756696996
693,658.35,30380.2107212565
694,659.3,30429.9014938365
695,660.25,32597.962913998497
696,661.1999999999999,34253.949870435
697,662.15,33923.85387612
698,663.1,33601.614100605
699,664.05,33541.596475574996
700,665.0,33552.577635585
701,665.9499999999999,33423.472169609995
702,666.9,33135.41119095
703,667.85,33037.11798868499
704,668.8,33039.95398178999
705,669.75,32990.801484719996
706,670.6999999999999,32799.41482539
707,671.65,32775.826547310004
708,672.6,32110.868282805004
709,673.55,32021.275503255
710,674.5,31839.16112540999
711,675.4499999999999,31002.462786015
712,676.4,31052.335153469998
713,677.35,30616.70442495
714,678.3,30334.892196689998
715,679.25,29826.603330479997
716,680.1999999999999,29885.496482309998
717,681.15,29909.717936909998
718,682.1,29864.14847181
719,683.05,32175.392951129998
720,684.0,32119.29362466
721,684.9499999999999,31826.624098245
722,685.9,31849.664761649998
723,686.85,31759.209760199996
724,687.8,31732.188914474995
725,688.75,31736.68407156
726,689.6999999999999,31668.453169755
727,690.65,31890.250037024995
728,691.6,31883.056238594992
729,692.55,31857.214769039998
730,693.5,31531.00905579
731,694.4499999999999,31242.730257615003
732,695.4,30933.369567974998
733,696.35,30775.803798509998
734,697.3,30279.221056784998
735,698.25,29783.65166163
736,699.1999999999999,29285.652385545
737,700.15,29604.005370389998
738,701.1,29041.80556104
739,702.05,29102.772290505
740,703.0,29174.073136214996
741,703.9499999999999,29767.45773819
742,704.9,29683.089419609998
743,705.85,31848.837349364996
744,706.8,31546.75432197
745,707.75,31387.646552595
746,708.6999999999999,31249.200034919995
747,709.65,31087.5011661
748,710.6,31217.332351229998
749,711.55,31184.00096568
750,712.5,31256.62004868
751,713.4499999999999,31700.147843054994
752,714.4,31695.47778888
753,715.35,31534.473602999995
754,716.3,32029.199548919994
755,717.25,31689.70165683
756,718.1999999999999,31770.032154405002
757,719.15,31349.525118749996
758,720.1,31132.700083319996
759,721.05,30733.515021705
760,722.0,31128.06804615
761,722.9499999999999,30583.34436156
762,723.9,30343.13330229
763,724.85,30338.85634206
764,725.8,30474.020945084998
765,726.75,30880.720449795
766,727.6999999999999,31261.288027485
767,728.65,33600.95026521
768,729.5999999999999,33543.288185130004
769,730.55,33257.285313165
770,731.5,33167.194633485
771,732.4499999999999,33141.372879945
772,733.4,32989.17345128999
773,734.3499999999999,33138.012195569994
774,735.3,33150.68100873
775,736.25,33364.322332245
776,737.1999999999999,33579.35377632
777,738.15,33490.178995154994
778,739.0999999999999,33586.760017169996
779,740.05,33385.58176218
780,741.0,32915.31650442
781,741.9499999999999,32830.450191375
782,742.9,33009.88319117999
783,743.8499999999999,32792.349228225
784,744.8,32680.681398329998
785,745.75,32568.838482675
786,746.6999999999999,32842.433566424996
787,747.65,32880.684805230005
788,748.5999999999999,33039.505230195
789,749.55,33877.956219555
790,750.5,34801.0425895
791,751.4499999999999,37609.159093999995
792,752.4,37576.708747
793,753.3499999999999,37564.956980999996
794,754.3,37437.43497549999
795,755.25,37439.294952000004
796,756.1999999999999,37651.904666999995
797,757.15,37464.662374499996
798,758.0999999999999,37755.2688755
799,759.05,38092.691082000005
800,800.0,38832.65241
801,801.0,37625.23677
802,802.0,37179.93144
803,803.0,37232.01072
804,804.0,36904.6884
805,805.0,36251.64672
806,806.0,35969.7015
807,807.0,35115.08749
808,808.0,35342.42944
809,809.0,35431.40525
810,810.0,35672.29731
811,811.0,36353.68053
812,812.0,35996.73119
813,813.0,36420.62558
814,814.0,36910.9314
815,815.0,39655.97643
816,816.0,39678.53734
817,817.0,39580.65265
818,818.0,39532.66681
819,819.0,39538.19917
820,820.0,39642.29471
821,821.0,39595.34514
822,822.0,39827.44978
823,823.0,40144.0861
824,824.0,39185.7043
825,825.0,38094.94378
826,826.0,37646.77797
827,827.0,37487.97562
828,828.0,37116.82953
829,829.0,36195.943
830,830.0,35972.67441
831,831.0,35165.96257
832,832.0,35611.50753
833,833.0,35632.05267
834,834.0,35841.24419
835,835.0,35931.7334
836,836.0,36154.4834
837,837.0,36259.8693
838,838.0,36702.18008
839,839.0,39316.15534
840,840.0,39384.86141
841,841.0,39250.40729
842,842.0,39372.24757
843,843.0,39262.40101
844,844.0,39312.7483
845,845.0,39358.84975
846,846.0,39378.84718
847,847.0,40250.40125
848,848.0,39586.81482
849,849.0,38869.60917
850,850.0,38590.70916
851,851.0,38315.89548
852,852.0,37872.91158
853,853.0,37362.75106
854,854.0,36980.99436
855,855.0,36397.79763
856,856.0,36100.18546
857,857.0,36145.14824
858,858.0,35680.32292
859,859.0,36170.49451
860,860.0,35747.40305
861,861.0,35862.01641
862,862.0,36074.64426
863,863.0,38679.4342
864,864.0,39513.42759
865,865.0,39447.40873
866,866.0,39255.50318
867,867.0,39368.16939
868,868.0,39390.07702
869,869.0,39451.90229
870,870.0,39336.21364
871,871.0,39290.13795
872,872.0,39217.17315
873,873.0,38997.11695
874,874.0,38775.14298
875,875.0,38744.74358
876,876.0,38583.87784
877,877.0,37798.41794
878,878.0,37583.26184
879,879.0,37198.23002
880,880.0,36766.23183
881,881.0,36723.85479
882,882.0,36562.14327
883,883.0,36779.87636
884,884.0,36569.51068
885,885.0,36611.76744
886,886.0,36643.01172
887,887.0,39505.44039
888,888.0,39722.12352
889,889.0,39752.60024
890,890.0,39685.36091
891,891.0,39701.24482
892,892.0,39780.15692
893,893.0,39723.06314
894,894.0,39874.35423
895,895.0,40448.01968
896,896.0,39479.88369
897,897.0,39090.61885
898,898.0,38574.08462
899,899.0,38009.55873
900,900.0,37755.72485
901,901.0,37321.57439
902,902.0,36839.82993
903,903.0,36439.54064
904,904.0,36248.4826
905,905.0,36212.30849
906,906.0,36342.80521
907,907.0,36418.94879
908,908.0,36504.36246
909,909.0,36865.4384
910,910.0,37034.00262
911,911.0,40199.39463
912,912.0,39967.23373
913,913.0,39947.00091
914,914.0,39921.37809
915,915.0,39856.14473
916,916.0,40041.73673
917,917.0,39897.35439
918,918.0,40116.14324
919,919.0,40911.29001
920,920.0,39326.97208
921,921.0,38021.90574
922,922.0,37542.59107
923,923.0,37230.40437
924,924.0,36959.62404
925,925.0,36572.03326
926,926.0,36407.91545
927,927.0,35408.71475
928,928.0,35493.76025
929,929.0,35854.90888
930,930.0,35956.68782
931,931.0,36208.71336
932,932.0,36242.0966
933,933.0,36421.96184
934,934.0,37161.42601
935,935.0,39924.145
936,936.0,39851.96897
937,937.0,39900.72147
938,938.0,39883.79735
939,939.0,39854.19028
940,940.0,39961.19109
941,941.0,39792.37489
942,942.0,39985.42462
943,943.0,40887.08192
944,944.0,39634.74297
945,945.0,38265.73309
946,946.0,37947.60364
947,947.0,37789.18116
948,948.0,37411.78866
949,949.0,36708.95661
950,950.0,36743.42695
951,951.0,35369.70307
952,952.0,35669.36775
953,953.0,35763.92683
954,954.0,36304.49006
955,955.0,36521.57359
956,956.0,36005.26993
957,957.0,36392.62494
958,958.0,36897.81937
959,959.0,39724.61762
960,960.0,39729.95252
961,961.0,39723.196
962,962.0,39651.73373
963,963.0,39167.81611
964,964.0,39341.75875
965,965.0,39205.37611
966,966.0,39542.25263
967,967.0,40869.32632
968,968.0,39782.99722
969,969.0,38714.4688
970,970.0,38292.03282
971,971.0,38064.42627
972,972.0,37738.76541
973,973.0,37338.24668
974,974.0,36932.52574
975,975.0,35637.26335
976,976.0,36014.8259
977,977.0,35748.0785
978,978.0,36061.73083
979,979.0,36106.63208
980,980.0,36298.59028
981,981.0,36521.76129
982,982.0,37024.08734
983,983.0,39643.72502
984,984.0,39663.4318
985,985.0,39626.45239
986,986.0,39646.30551
987,987.0,39588.32253
988,988.0,39656.77331
989,989.0,39612.63041
990,990.0,39825.95415
991,991.0,41297.28604
992,992.0,40126.38927
993,993.0,39383.95735
994,994.0,38783.92952
995,995.0,38354.1331
996,996.0,37908.87461
997,997.0,37127.07997
998,998.0,37057.39529
999,999.0,35843.49884
1000,1000.0,35793.6081
1001,1001.0,35727.45307
1002,1002.0,35801.06137
1003,1003.0,36235.16783
1004,1004.0,35920.76723
1005,1005.0,36094.07351
1006,1006.0,36529.99534
1007,1007.0,39463.17871
1008,1008.0,39875.28401
1009,1009.0,39733.20997
1010,1010.0,39697.16376
1011,1011.0,39778.60695
1012,1012.0,39719.2882
1013,1013.0,39669.20285
1014,1014.0,39844.04562
1015,1015.0,40346.18106
1016,1016.0,39645.99044
1017,1017.0,38893.01411
1018,1018.0,38584.78782
1019,1019.0,38408.68012
1020,1020.0,37736.77948
1021,1021.0,37057.27447
1022,1022.0,37177.11439
1023,1023.0,36423.17046
1024,1024.0,35989.22341
1025,1025.0,35963.03537
1026,1026.0,35590.39105
1027,1027.0,35837.37813
1028,1028.0,35630.81217
1029,1029.0,35946.67552
1030,1030.0,36003.40635
1031,1031.0,39023.40269
1032,1032.0,38888.99015
1033,1033.0,38900.44653
1034,1034.0,38834.00857
1035,1035.0,38938.90735
1036,1036.0,39024.9662
1037,1037.0,39068.58573
1038,1038.0,39125.33886
1039,1039.0,39168.76682
1040,1040.0,39015.16138
1041,1041.0,38921.91052
1042,1042.0,38622.91133
1043,1043.0,38263.89383
1044,1044.0,37589.08473
1045,1045.0,37369.63859
1046,1046.0,36700.23693
1047,1047.0,36674.60286
1048,1048.0,36906.54839
1049,1049.0,36943.3824
1050,1050.0,36947.97022
1051,1051.0,36469.80787
1052,1052.0,36347.31655
1053,1053.0,36517.32061
1054,1054.0,36558.82714
1055,1055.0,39001.64868
1056,1056.0,39474.0924
1057,1057.0,39389.4023
1058,1058.0,39325.79133
1059,1059.0,39291.86092
1060,1060.0,39414.77401
1061,1061.0,39339.32277
1062,1062.0,39443.66835
1063,1063.0,39613.68795
1064,1064.0,38914.11883
1065,1065.0,38352.11464
1066,1066.0,38233.82843
1067,1067.0,37882.56029
1068,1068.0,37858.69602
1069,1069.0,37461.03604
1070,1070.0,36995.98388
1071,1071.0,36546.28374
1072,1072.0,36532.51132
1073,1073.0,36645.27896
1074,1074.0,36756.21495
1075,1075.0,36752.62129
1076,1076.0,36713.72082
1077,1077.0,36635.3306
1078,1078.0,37465.11172
1079,1079.0,39917.18704
1080,1080.0,39899.43358
1081,1081.0,39926.7722
1082,1082.0,39842.49314
1083,1083.0,39882.57364
1084,1084.0,39864.82113
1085,1085.0,39772.51672
1086,1086.0,39898.46735
1087,1087.0,40748.965
1088,1088.0,39298.08505
1089,1089.0,38468.87067
1090,1090.0,37849.86746
1091,1091.0,37371.3388
1092,1092.0,37098.46273
1093,1093.0,36517.81996
1094,1094.0,36567.81027
1095,1095.0,35432.15753
1096,1096.0,35508.42226
1097,1097.0,35662.42744
1098,1098.0,36150.96529
1099,1099.0,36224.26793
1100,1100.0,36162.26978
1101,1101.0,36600.79544
1102,1102.0,36869.9345
1103,1103.0,39702.19126
1104,1104.0,39603.48529
1105,1105.0,39491.3386
1106,1106.0,39389.19162
1107,1107.0,39049.26533
1108,1108.0,39257.72517
1109,1109.0,39154.72763
1110,1110.0,39399.51513
1111,1111.0,40644.56411
1112,1112.0,39399.93147
1113,1113.0,38769.95404
1114,1114.0,38015.16538
1115,1115.0,37786.91398
1116,1116.0,37747.25809
1117,1117.0,37236.87567
1118,1118.0,36947.92222
1119,1119.0,35699.59015
