id,count
240,39534.18711
241,39473.97538
242,39516.39672
243,39308.19415
244,39491.73745
245,39366.91976
246,39784.32222
247,40783.77423
248,39112.84291
249,38073.27419
250,37235.43489
251,36798.30577
252,36950.43719
253,36158.97832
254,36078.05532
255,35105.35341
256,35313.02715
257,35237.11717
258,35317.86611
259,36036.17957
260,36053.31971
261,36610.5214
262,36906.52472
263,39731.77095
264,39707.36975
265,39198.8937
266,39508.03545
267,39416.95064
268,39621.21094
269,39632.40039
270,39862.3269
271,40966.52568
272,39373.30297
273,38528.25458
274,37774.75559
275,37352.16378
276,36949.92698
277,36362.61033
278,36210.85569
279,35325.5025
280,35249.47141
281,34984.65767
282,35216.06098
283,35501.55353
284,35790.06605
285,36046.38154
286,36243.54495
287,39539.44187
288,39556.91849
289,39445.71074
290,39476.97638
291,39521.3354
292,39579.79975
293,39445.98268
294,39506.1867
295,40830.5865
296,39047.85423
297,37852.98992
298,37453.94124
299,37177.72371
300,36610.30032
301,36058.84072
302,35820.1935
303,35021.61198
304,35027.16218
305,35073.43372
306,35214.32037
307,35729.26572
308,35745.39445
309,36357.81202
310,36586.6693
311,39323.7159
312,39585.08247
313,39364.50032
314,39306.16524
315,39456.83272
316,39550.02729
317,39496.22145
318,39741.15719
319,40700.05621
320,39555.4078
321,38600.8492
322,38004.43172
323,37642.44523
324,37457.77883
325,36627.9758
326,36704.21732
327,35486.63265
328,35083.86715
329,35026.93759
330,34948.0356
331,35356.36205
332,35312.76598
333,35491.3805
334,35695.13112
335,38701.93387
336,39118.5415
337,37642.41735
338,37845.94499
339,37867.68266
340,38066.53485
341,38026.10539
342,38198.60982
343,39032.38387
344,38266.79186
345,38253.17395
346,37837.98297
347,37648.13763
348,37053.63096
349,36855.80315
350,36201.04859
351,35519.36671
352,35311.8725
353,34772.76226
354,34603.22092
355,34888.47111
356,34619.58997
357,34724.70493
358,35170.2157
359,38085.62826
360,38447.2576
361,38397.14103
362,38375.53716
363,38407.92191
364,38534.30637
365,38516.47786
366,38467.04059
367,38390.26994
368,38128.66177
369,37788.04799
370,37494.75797
371,37567.64602
372,37516.78026
373,37078.67096
374,37014.37351
375,36935.33738
376,36522.75524
377,36154.64015
378,36022.23661
379,35746.13157
380,35568.26221
381,35790.06698
382,35972.52225
383,38574.50655
384,39027.33491
385,38893.14449
386,38862.75587
387,38796.80773
388,38961.18678
389,38873.85088
390,39036.02381
391,39511.98203
392,38508.6672
393,38213.38474
394,37640.49876
395,37386.85207
396,37416.11237
397,36864.98524
398,36739.50336
399,36271.40041
400,36323.52796
401,36116.61502
402,36190.45516
403,36385.34714
404,36171.67853
405,36531.58879
406,36863.22022
407,39656.37336
408,39711.66225
409,39275.04164
410,39548.68796
411,39453.86484
412,39601.11675
413,39622.76097
414,39740.35883
415,41001.50386
416,39450.03793
417,38296.05785
418,37881.00462
419,37336.8621
420,37081.63002
421,36731.81275
422,36537.70916
423,35399.81741
424,35525.28794
425,35340.27844
426,35606.88258
427,35741.37779
428,35832.50958
429,36382.12398
430,36746.32383
431,39674.83028
432,39791.3039
433,39621.73364
434,39585.081
435,39548.20252
436,39524.08026
437,39430.91636
438,39590.36935
439,40700.57152
440,39323.93477
441,38031.08646
442,37886.66669
443,37411.51521
444,36998.3735
445,36409.46055
446,36191.22012
447,35254.21694
448,35459.89623
449,35272.3039
450,35259.27472
451,35971.16682
452,35807.56699
453,36520.81592
454,36809.89577
455,39491.42144
456,39706.9154
457,39582.08115
458,39454.80309
459,39486.01679
460,39463.73217
461,39413.83726
462,39739.21853
463,40827.44722
464,39463.14486
465,38382.20719
466,37809.60524
467,37596.90002
468,37478.00054
469,36963.23004
470,36988.34056
471,35923.55075
472,35507.48278
473,35214.79622
474,35205.63842
475,35684.9157
476,35789.9239
477,36003.102
478,36436.85719
479,39300.74974
480,39634.88476
481,38369.92343
482,38400.2931
483,38420.17616
484,38523.07492
485,38442.93086
486,38756.30285
487,40472.0516
488,38989.25839
489,38462.05638
490,37922.89544
491,37427.18589
492,37208.1063
493,36956.60379
494,36638.0938
495,35444.68825
496,34912.16339
497,35024.44358
498,34792.59803
499,35101.91966
500,34822.75157
501,35199.79837
502,35744.33701
503,38898.46096
504,39007.88263
505,38949.00825
506,38897.88851
507,38884.16425
508,39012.15531
509,38994.8898
510,39131.44231
511,39649.70854
512,38920.50265
513,38532.66064
514,37831.03703
515,37710.42717
516,37311.95066
517,36620.79992
518,36701.20385
519,36210.02184
520,36095.79256
521,35540.58546
522,35249.33424
523,35252.54411
524,35093.36283
525,35179.26044
526,35271.74337
527,38339.4187
528,38810.74208
529,38654.91843
530,38644.87529
531,38669.46157
532,38821.92399
533,38699.77265
534,38570.32223
535,38646.00938
536,38330.11121
537,38243.89537
538,37601.25957
539,37382.94411
540,37705.47945
541,37255.28841
542,36831.37629
543,36770.04647
544,36643.99963
545,36408.68944
546,36603.06195
547,36266.53454
548,35733.34571
549,35953.64886
550,36245.39673
551,38716.73209
552,39056.54546
553,38997.72465
554,38873.10752
555,38893.76235
556,38858.60207
557,38863.07705
558,38950.97255
559,39700.78379
560,38913.47843
561,38230.70664
562,38082.99307
563,37860.11145
564,37588.60726
565,37234.38266
566,36678.4347
567,35996.64863
568,36351.10944
569,36023.40294
570,36117.89522
571,36151.79758
572,36188.47536
573,36587.22487
574,37014.02854
575,39804.02124
576,39892.87616
577,39779.90924
578,39720.7059
579,39694.70246
580,39737.5318
581,39603.5027
582,39837.30426
583,41051.83406
584,39639.54946
585,38603.7725
586,38176.30109
587,37652.28909
588,37390.90796
589,36641.84416
590,36326.98599
591,35109.96558
592,35442.25812
593,35165.45709
594,35477.21862
595,35838.40404
596,35806.4336
597,36412.88283
598,36826.1445
599,39698.49141
600,39804.06127
601,39687.87693
602,39581.52256
603,39637.16465
604,39689.76547
605,39582.6905
606,39870.32553
607,40941.0224
608,39513.62605
609,38426.33127
610,37840.21208
611,37676.68155
612,37521.23311
613,37145.03156
614,36794.91615
615,35621.46594
616,35766.85135
617,35625.88934
618,35753.56789
619,36360.07572
620,36208.5407
621,36479.55549
622,36791.36952
623,39643.32962
624,39891.67231
625,39753.14672
626,39696.28275
627,39720.15008
628,39778.78769
629,39600.24109
630,39826.74416
631,40439.24925
632,39325.46623
633,38346.7923
634,37873.24849
635,36957.18179
636,36670.81203
637,36196.46244
638,36153.46905
639,35244.87447
640,35117.8975
641,35416.42915
642,35231.64908
643,35614.82415
644,35581.1286
645,35907.40391
646,36333.65922
647,39442.29201
648,39449.06755
649,39436.14988
650,39333.96466
651,39389.69214
652,39461.83368
653,39355.95804
654,39705.65312
655,39901.53563
656,38436.35973
657,37679.42306
658,36940.83702
659,37002.5915
660,36613.59923
661,35721.76092
662,35631.79306
663,35351.98307
664,35204.38113
665,35067.4076
666,34920.50877
667,35701.43734
668,35462.16236
669,35760.21948
670,36011.03944
671,39146.24968
672,39343.16186
673,39153.49333
674,39177.70338
675,39291.38157
676,39375.12419
677,39278.14139
678,39350.55833
679,38860.48255
680,38136.1945
681,37447.50896
682,36725.20484
683,36647.97614
684,36776.36337
685,35933.42257
686,35600.26741
687,35681.5945
688,35864.44127
689,35607.32452
690,32031.54511422
691,32046.981785789998
692,31678.278691260002
693,31979.16918027
694,32031.47525667
695,34313.64517263
696,36056.7893373
697,35709.3198696
698,35370.1201059
699,35306.9436585
700,35318.5027743
701,35182.6022838
702,34879.380201
703,34775.9136723
704,34778.8989282
705,34727.1594576
706,34525.6998162
707,34500.8700498
708,33800.913981900005
709,33706.6057929
710,33514.90644779999
711,32634.1713537
712,32686.6685826
713,32228.109921
714,31931.465470199997
715,31396.424558400002
716,31458.4173498
717,31483.913617799997
718,31435.945759799997
719,33868.8346854
720,33809.7827628
721,33501.7095771
722,33525.962907
723,33430.747116
724,33402.3041205
725,33407.035864800004
726,33335.213862900004
727,33568.684249499995
728,33561.111830099995
729,33533.9102832
730,33190.5358482
731,32887.084481699996
732,32561.441650499997
733,32395.5829458
734,31872.8642703
735,31351.212275399997
736,30827.0025111
737,31162.1109162
738,30570.3216432
739,30634.4971479
740,30709.5506697
741,31334.1660402
742,31245.3572838
743,33525.0919467
744,33207.1098126
745,33039.6279501
746,32893.8947736
747,32723.685438
748,32860.3498434
749,32825.2641744
750,32901.7053144
751,33368.5766769
752,33363.660830400004
753,33194.18274
754,33714.9468936
755,33357.5806914
756,33442.139109899996
757,32999.500125
758,32771.2632456
759,32351.0684439
760,32766.387416999998
761,32192.9940648
762,31940.1403182
763,31935.638254799997
764,32077.9167843
765,32506.0215261
766,32906.6189763
767,35369.4213318
768,35308.724405400004
769,35007.6687507
770,34912.8364563
771,34885.6556631
772,34725.4457382
773,34882.1181006
774,34895.4536934
775,35120.3392971
776,35346.688185599996
777,35252.8199949
778,35354.4842286
779,35142.7176444
780,34647.7015836
781,34558.3686225
782,34747.245464399995
783,34518.2623455
784,34400.7172614
785,34282.987876499996
786,34570.9827015
787,34611.2471634
788,34778.4265581
789,35661.006546900004
790,36632.67641
791,39588.58852
792,39554.43026
793,39542.05998
794,39407.82629
795,39409.78416
796,39633.58386
797,39436.48671
798,39742.38829
799,40097.56956
800,38832.65241
801,37625.23677
802,37179.93144
803,37232.01072
804,36904.6884
805,36251.64672
806,35969.7015
807,35115.08749
808,35342.42944
809,35431.40525
810,35672.29731
811,36353.68053
812,35996.73119
813,36420.62558
814,36910.9314
815,39655.97643
816,39678.53734
817,39580.65265
818,39532.66681
819,39538.19917
820,39642.29471
821,39595.34514
822,39827.44978
823,40144.0861
824,39185.7043
825,38094.94378
826,37646.77797
827,37487.97562
828,37116.82953
829,36195.943
830,35972.67441
831,35165.96257
832,35611.50753
833,35632.05267
834,35841.24419
835,35931.7334
836,36154.4834
837,36259.8693
838,36702.18008
839,39316.15534
840,39384.86141
841,39250.40729
842,39372.24757
843,39262.40101
844,39312.7483
845,39358.84975
846,39378.84718
847,40250.40125
848,39586.81482
849,38869.60917
850,38590.70916
851,38315.89548
852,37872.91158
853,37362.75106
854,36980.99436
855,36397.79763
856,36100.18546
857,36145.14824
858,35680.32292
859,36170.49451
860,35747.40305
861,35862.01641
862,36074.64426
863,38679.4342
864,39513.42759
865,39447.40873
866,39255.50318
867,39368.16939
868,39390.07702
869,39451.90229
870,39336.21364
871,39290.13795
872,39217.17315
873,38997.11695
874,38775.14298
875,38744.74358
876,38583.87784
877,37798.41794
878,37583.26184
879,37198.23002
880,36766.23183
881,36723.85479
882,36562.14327
883,36779.87636
884,36569.51068
885,36611.76744
886,36643.01172
887,39505.44039
888,39722.12352
889,39752.60024
890,39685.36091
891,39701.24482
892,39780.15692
893,39723.06314
894,39874.35423
895,40448.01968
896,39479.88369
897,39090.61885
898,38574.08462
899,38009.55873
900,37755.72485
901,37321.57439
902,36839.82993
903,36439.54064
904,36248.4826
905,36212.30849
906,36342.80521
907,36418.94879
908,36504.36246
909,36865.4384
910,37034.00262
911,40199.39463
912,39967.23373
913,39947.00091
914,39921.37809
915,39856.14473
916,40041.73673
917,39897.35439
918,40116.14324
919,40911.29001
920,39326.97208
921,38021.90574
922,37542.59107
923,37230.40437
924,36959.62404
925,36572.03326
926,36407.91545
927,35408.71475
928,35493.76025
929,35854.90888
930,35956.68782
931,36208.71336
932,36242.0966
933,36421.96184
934,37161.42601
935,39924.145
936,39851.96897
937,39900.72147
938,39883.79735
939,39854.19028
940,39961.19109
941,39792.37489
942,39985.42462
943,40887.08192
944,39634.74297
945,38265.73309
946,37947.60364
947,37789.18116
948,37411.78866
949,36708.95661
950,36743.42695
951,35369.70307
952,35669.36775
953,35763.92683
954,36304.49006
955,36521.57359
956,36005.26993
957,36392.62494
958,36897.81937
959,39724.61762
960,39729.95252
961,39723.196
962,39651.73373
963,39167.81611
964,39341.75875
965,39205.37611
966,39542.25263
967,40869.32632
968,39782.99722
969,38714.4688
970,38292.03282
971,38064.42627
972,37738.76541
973,37338.24668
974,36932.52574
975,35637.26335
976,36014.8259
977,35748.0785
978,36061.73083
979,36106.63208
980,36298.59028
981,36521.76129
982,37024.08734
983,39643.72502
984,39663.4318
985,39626.45239
986,39646.30551
987,39588.32253
988,39656.77331
989,39612.63041
990,39825.95415
991,41297.28604
992,40126.38927
993,39383.95735
994,38783.92952
995,38354.1331
996,37908.87461
997,37127.07997
998,37057.39529
999,35843.49884
1000,35793.6081
1001,35727.45307
1002,35801.06137
1003,36235.16783
1004,35920.76723
1005,36094.07351
1006,36529.99534
1007,39463.17871
1008,39875.28401
1009,39733.20997
1010,39697.16376
1011,39778.60695
1012,39719.2882
1013,39669.20285
1014,39844.04562
1015,40346.18106
1016,39645.99044
1017,38893.01411
1018,38584.78782
1019,38408.68012
1020,37736.77948
1021,37057.27447
1022,37177.11439
1023,36423.17046
1024,35989.22341
1025,35963.03537
1026,35590.39105
1027,35837.37813
1028,35630.81217
1029,35946.67552
1030,36003.40635
1031,39023.40269
1032,38888.99015
1033,38900.44653
1034,38834.00857
1035,38938.90735
1036,39024.9662
1037,39068.58573
1038,39125.33886
1039,39168.76682
1040,39015.16138
1041,38921.91052
1042,38622.91133
1043,38263.89383
1044,37589.08473
1045,37369.63859
1046,36700.23693
1047,36674.60286
1048,36906.54839
1049,36943.3824
1050,36947.97022
1051,36469.80787
1052,36347.31655
1053,36517.32061
1054,36558.82714
1055,39001.64868
1056,39474.0924
1057,39389.4023
1058,39325.79133
1059,39291.86092
1060,39414.77401
1061,39339.32277
1062,39443.66835
1063,39613.68795
1064,38914.11883
1065,38352.11464
1066,38233.82843
1067,37882.56029
1068,37858.69602
1069,37461.03604
1070,36995.98388
1071,36546.28374
1072,36532.51132
1073,36645.27896
1074,36756.21495
1075,36752.62129
1076,36713.72082
1077,36635.3306
1078,37465.11172
1079,39917.18704
1080,39899.43358
1081,39926.7722
1082,39842.49314
1083,39882.57364
1084,39864.82113
1085,39772.51672
1086,39898.46735
1087,40748.965
1088,39298.08505
1089,38468.87067
1090,37849.86746
1091,37371.3388
1092,37098.46273
1093,36517.81996
1094,36567.81027
1095,35432.15753
1096,35508.42226
1097,35662.42744
1098,36150.96529
1099,36224.26793
1100,36162.26978
1101,36600.79544
1102,36869.9345
1103,39702.19126
1104,39603.48529
1105,39491.3386
1106,39389.19162
1107,39049.26533
1108,39257.72517
1109,39154.72763
1110,39399.51513
1111,40644.56411
1112,39399.93147
1113,38769.95404
1114,38015.16538
1115,37786.91398
1116,37747.25809
1117,37236.87567
1118,36947.92222
1119,35699.59015
1120,35916.93895
1121,35376.07808
1122,35736.25621
1123,36170.33824
1124,36260.11607
1125,36665.75912
1126,36905.81227
1127,39511.03534
1128,39741.89342
1129,39557.1174
1130,39408.9774
1131,39501.98734
1132,39625.49212
1133,39537.9273
1134,39758.80191
1135,41070.91944
1136,39617.09592
1137,39006.55089
1138,38255.99133
1139,38032.89476
1140,37647.75361
1141,36892.22733
1142,37236.11462
1143,36098.08463
1144,35906.78451
1145,35904.79891
1146,36069.13016
1147,36398.60445
1148,36396.24185
1149,36438.31926
1150,36870.71911
1151,39708.11351
1152,39761.85585
1153,39630.91771
1154,39658.18639
1155,39747.98475
1156,39767.63687
1157,39714.87027
1158,40019.6189
1159,40934.25196
1160,39931.05394
1161,38880.76858
1162,38391.84917
1163,38059.11691
1164,37639.90034
1165,37366.41478
1166,37138.58437
1167,36102.81504
1168,36053.21699
1169,35761.03991
1170,35404.02471
1171,35827.34164
1172,35562.98998
1173,36068.90501
1174,36197.0116
1175,39131.55262
1176,39228.5543
1177,39229.36855
1178,39182.65042
1179,39222.7952
1180,39370.83087
1181,39340.04075
1182,39553.33995
1183,40086.38698
1184,39518.85385
1185,39097.15721
1186,38624.43439
1187,38300.7247
1188,37790.25002
1189,37628.38587
1190,37356.42146
1191,36678.64161
1192,36649.63775
1193,36770.66795
1194,36470.10466
1195,36646.55731
1196,36585.09318
1197,36495.70816
1198,36680.09255
1199,39033.27883
1200,39539.32636
1201,39438.1047
1202,39285.43685
1203,39261.13713
1204,39334.63616
1205,39261.98132
1206,39150.82328
1207,39357.05235
1208,39279.9219
1209,39105.728
1210,38654.98615
1211,38359.12093
1212,38290.64822
1213,37963.91667
1214,37539.63404
1215,37482.62205
1216,37155.83656
1217,36834.55062
1218,36836.44701
1219,36704.17399
1220,36480.47449
1221,36686.16012
1222,37205.47961
1223,39496.15608
1224,39663.42538
1225,39446.58649
1226,39286.51821
1227,39219.43721
1228,39287.77153
1229,39250.60822
1230,39273.96209
1231,39814.5511
1232,39079.43045
1233,38918.33137
1234,38601.9376
1235,37984.14455
1236,37603.03998
1237,37202.48169
1238,37258.55226
1239,36248.64535
1240,36551.98001
1241,36309.45629
1242,36397.02112
1243,36374.07125
1244,36688.45063
1245,37146.80732
1246,37380.65983
1247,39817.01481
1248,39742.11731
1249,39535.75869
1250,39374.32699
1251,39394.68862
1252,39563.41861
1253,39359.57246
1254,39507.9644
1255,39727.28802
1256,38573.09188
1257,38002.1493
1258,37138.85365
1259,36840.75764
1260,36794.84649
1261,35785.43294
1262,35521.04158
1263,34888.41423
1264,35337.67247
1265,35194.12182
1266,35549.08313
1267,35895.17894
1268,36177.22383
1269,36717.18026
1270,37024.39054
1271,39594.30656
1272,39669.30122
1273,39418.88321
1274,39206.75648
1275,39313.91123
1276,39441.34763
1277,39395.09884
1278,39638.06188
1279,39775.88589
1280,38601.60445
1281,37523.24045
1282,37047.10373
1283,36906.48827
1284,36627.7141
1285,36024.30106
1286,36052.66876
1287,35549.78838
1288,35454.8965
1289,35612.56009
1290,35753.62344
1291,36232.6404
1292,36200.34613
1293,36727.50631
1294,37218.703
1295,39653.53947
1296,39743.29544
1297,39448.44462
1298,39478.524
1299,39575.05075
1300,39626.79864
1301,39592.50539
1302,39736.08313
1303,39592.71222
1304,38845.66932
1305,37844.40314
1306,37242.92752
1307,36951.9959
1308,36869.57958
1309,36689.28066
1310,36141.64826
1311,35775.0641
1312,35391.88943
1313,35595.71951
1314,35522.76236
1315,35958.50235
1316,35945.90496
1317,36529.56764
1318,36802.84778
1319,39426.34088
1320,39539.20998
1321,39460.6906
1322,39332.76737
1323,39290.3081
1324,39451.44344
1325,39369.15351
1326,39670.35392
1327,39809.46614
1328,38791.10694
1329,37886.13477
1330,37350.90046
1331,37180.62159
1332,36666.39361
1333,36446.38923
1334,36186.76768
1335,35732.24075
1336,35551.44845
1337,35587.62553
1338,35522.53517
1339,36243.61121
1340,36338.28609
1341,36534.9466
1342,36965.25646
1343,39478.86068
1344,39629.62484
1345,39540.19991
1346,39405.72192
1347,39408.82102
1348,39490.18254
1349,39349.26792
1350,39407.49475
1351,39229.61811
1352,38690.33824
1353,37985.88671
1354,37234.00374
1355,36808.07396
1356,36662.76311
1357,36366.55088
1358,35981.99002
1359,35887.50058
1360,35526.1819
1361,35775.46621
1362,35626.31846
1363,35968.3553
1364,35843.88238
1365,36295.27114
1366,36538.2915
1367,39170.12807
1368,39203.68506
1369,38913.33302
1370,38783.32968
1371,38618.73026
1372,38701.84734
1373,38587.04005
1374,38622.93507
1375,38668.31337
1376,38475.55996
1377,38280.09956
1378,38283.30131
1379,38097.15695
1380,37896.27824
1381,37460.60282
1382,37396.35786
1383,37114.84435
1384,37076.02522
1385,36331.57991
1386,36613.20134
1387,36484.16263
1388,36560.7815
1389,36884.95269
1390,37147.12041
1391,39305.71684
1392,39645.43652
1393,39386.00952
1394,39221.9349
1395,39178.6897
1396,39241.69136
1397,38996.23412
1398,39140.19135
1399,38936.8521
1400,38427.11343
1401,38117.36551
1402,37749.01248
1403,37423.57649
1404,37364.38081
1405,36458.05359
1406,36080.95052
1407,35934.22893
1408,36098.15536
1409,35969.13943
1410,36083.25508
1411,36206.69291
1412,36276.81683
1413,37008.86342
1414,37122.91061
1415,39790.93768
